"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"AT1G64950","CYP89A5","-0.4874736649","0.1053939947","0.3472907826"
"AT2G07680","ABCC13|AtABCC13|ATMRP11|MRP11","0.2801194461","0.1055743788","0.3476906808"
"AT1G54340","ICDH","0.1377303311","0.1056813088","0.3479227906"
"AT1G53850","ATPAE1|PAE1","0.1984112348","0.1062479957","0.3492022936"
"AT3G22110","PAC1","0.109599702","0.1067845509","0.3503335666"
"AT1G80670","RAE1","0.1198500096","0.1071390492","0.3511517125"
"AT4G15800","RALF33|RALFL33","-0.2156216313","0.1071808278","0.3511828118"
"AT5G61250","AtGUS1|GUS1","-0.2814568788","0.1073320041","0.3515416108"
"AT5G23140","CLPP2|NCLPP7","0.1125170023","0.1074227943","0.3516470572"
"AT1G27910","ATPUB45|PUB45","-0.1895789114","0.1077322028","0.352264885"
"AT5G01540","LecRK-VI.2|LECRKA4.1","0.992374157","0.1079081783","0.3525741232"
"AT1G77440","PBC2","0.1116450245","0.1079464899","0.3525741232"
"AT5G45900","APG7|ATAPG7|ATATG7|ATG7|PEUP4","0.1405722408","0.1079499313","0.3525741232"
"AT5G48600","ATCAP-C|ATSMC3|ATSMC4|SMC3|SMC4","0.21559689","0.1079514542","0.3525741232"
"AT2G47110","RPS27aB|UBI6|UBQ6","0.1660273867","0.1081162438","0.3528411603"
"AT1G14150","PnsL2|PQL1|PQL2","-0.7536377774","0.108375539","0.3534611785"
"AT3G44550","FAR5","0.9228808342","0.1084118377","0.3535343441"
"AT5G59290","ATUXS3|UXS3","0.1363570071","0.1087631302","0.3541816468"
"AT5G53460","GLT1","0.1676072058","0.1088814473","0.3543970184"
"AT5G56130","AtTEX1|TEX1|THO3","0.1692418194","0.1089543583","0.3543970184"
"AT1G56110","NOP56","0.2036770795","0.1090624921","0.3546132571"
"AT1G05680","UGT74E2","-0.6021680203","0.1092796774","0.3547993319"
"AT4G21270","ATK1|KATA|KATAP","0.2463200908","0.1096825421","0.3553332267"
"AT5G03650","SBE2.2","0.1959053617","0.1098075252","0.3554631635"
"AT3G51550","FER","-0.1383967519","0.1101371533","0.3562760868"
"AT5G46800","BOU","0.316032224","0.1101468504","0.3562760868"
"AT1G02560","CLPP5|NCLPP1|NCLPP5","0.1312759456","0.110798161","0.3576759208"
"AT5G64210","AOX2","-1.00002824","0.1108266577","0.3576759208"
"AT1G73590","ATPIN1|PIN1","0.2208670615","0.1111151965","0.3582720386"
"AT2G29200","APUM1|PUM1","0.1935518277","0.1112063779","0.358475376"
"AT1G53750","RPT1A","0.1051409315","0.1113167165","0.3586349447"
"AT3G54960","ATPDI1|ATPDIL1-3|PDI1|PDIL1-3","-0.2084846039","0.1115484834","0.3590334802"
"AT3G19760","EIF4A-III|RH2","0.130032782","0.1119911784","0.3599743989"
"AT5G62390","ATBAG7|BAG7","-0.1006079965","0.1122324176","0.3605067"
"AT5G02400","PLL2","-0.2683929073","0.1124514711","0.3608466664"
"AT5G55480","GDPDL4|GPDL1|SVL1","0.2023476201","0.1127354485","0.3613648987"
"AT1G74560","NRP1","0.1733676888","0.1133031699","0.3623484543"
"AT2G19800","MIOX2","-0.3533763257","0.1135046761","0.3627421026"
"AT5G63610","ATCDK8|CDKE1|CDKE;1|HEN3","0.1017686834","0.1137768878","0.3631204684"
"AT5G19780","TUA5","0.1378442953","0.1138714363","0.3631842086"
"AT1G09795","ATATP-PRT2|ATP-PRT2|HISN1B","-0.2345948122","0.113910848","0.3632439723"
"AT5G03300","ADK2","0.159139402","0.1143732022","0.3640933386"
"AT4G04870","CLS","0.2259972519","0.1144799619","0.3641520304"
"AT5G58710","ROC7","0.1301386649","0.1146288576","0.3643394407"
"AT3G13110","ATSERAT2;2|SAT-1|SAT-A|SAT-M|SAT3|SERAT2;2","0.1974430062","0.1146401809","0.3643394407"
"AT5G09250","KIWI","0.1823814282","0.1146806748","0.3644004138"
"AT2G38320","TBL34","0.3299377963","0.1147668668","0.3645603052"
"AT1G11750","CLPP6|NCLPP1|NCLPP6","0.1156281611","0.1148463768","0.3646765774"
"AT4G02070","ATMSH6|MSH6|MSH6-1","0.1906516318","0.1151633942","0.3651934773"
"AT2G20290","ATXIG|XIG","0.2010084717","0.1153296326","0.3655134732"
"AT1G79000","ATHAC1|ATHPCAT2|HAC1|PCAT2","0.1131348843","0.1153967592","0.3655138592"
"AT5G19160","TBL11","0.2018985772","0.1154634683","0.365679731"
"AT2G21790","ATRNR1|CLS8|DPD2|R1|RNR1","0.1955376564","0.116272928","0.3676496922"
"AT1G33980","ATUPF3|UPF3","0.113621591","0.1166033191","0.3682833432"
"AT4G33360","FLDH","-0.1647918247","0.1166628029","0.3683799563"
"AT1G31190","IMPL1","0.2951892069","0.1167221002","0.3683847147"
"AT1G55520","ATTBP2|TBP2","-0.163938365","0.1170961775","0.3691701847"
"AT3G51260","PAD1","0.1183372474","0.1173578798","0.3697469076"
"AT1G05200","ATGLR3.4|GLR3.4|GLUR3","-0.6301848832","0.1177643444","0.3707514393"
"AT2G29525","AtIPCS3","-0.1764206433","0.1178012032","0.3707807775"
"AT3G13090","ABCC6|ATMRP8|MRP8","-0.2955916334","0.1186887665","0.3728330382"
"AT5G26780","SHM2","0.1900232885","0.1188067544","0.3731167168"
"AT5G36950","DEG10|DegP10","0.1545200436","0.1189990491","0.3733986899"
"AT1G07630","PLL5","-0.1624053759","0.1193566666","0.37392263"
"AT1G03930","ADK1|CKL9ALPHA|CKL9BETA","-0.1122929654","0.1196197605","0.3744309695"
"AT3G54860","ATVPS33|VPS33","0.1333863737","0.1196478699","0.3744309695"
"AT1G25490","ATB|EER1|RCN1|REGA","0.0974658358","0.119928048","0.3748874475"
"AT3G05970","ATLACS6|LACS6","-0.1192295165","0.1207795933","0.3762884945"
"AT1G02340","FBI1|HFR1|REP1|RSF1","-0.5545280661","0.1209867358","0.376664618"
"AT4G24540","AGL24","0.8404700849","0.1210531501","0.376664618"
"AT3G45060","ATNRT2.6|NRT2.6","0.7999189881","0.1210671676","0.376664618"
"AT5G67100","ICU2","0.2729940517","0.1210754472","0.376664618"
"AT5G56950","NAP1;3|NFA03|NFA3","0.1503016804","0.1210956464","0.376664618"
"AT3G60160","ABCC9|ATMRP9|MRP9","-0.8616596546","0.1213057208","0.377201618"
"AT4G23180","CRK10|RLK4","-0.5207631738","0.1213424573","0.3772524989"
"AT4G13940","ATSAHH1|EMB1395|HOG1|MEE58|SAH1|SAHH1","0.1414722008","0.1220069902","0.3780709092"
"AT1G57820","ORTH2|VIM1","0.2149252174","0.1220301037","0.3780709092"
"AT5G05610","AL1","0.0746791629","0.1221279762","0.3782502038"
"AT1G11190","BFN1|ENDO1","0.3792685819","0.1223039416","0.3784135304"
"AT1G08560","ATSYP111|KN|SYP111","0.2472875922","0.1224911358","0.3788548012"
"AT5G19980","GFT1|GONST4","-0.1444435003","0.1226917208","0.3791532539"
"AT2G34490","CYP710A2","1.0764142603","0.1227639213","0.3792975387"
"AT1G60600","ABC4","-0.3397998092","0.1227681617","0.3792975387"
"AT1G23380","KNAT6|KNAT6L|KNAT6S","0.1727342383","0.1230680923","0.3800179531"
"AT3G53620","AtPPa4|PPa4","0.2556821037","0.1232803164","0.3803728834"
"AT3G50970","LTI30|XERO2","-0.630934032","0.1234773532","0.3807327674"
"AT3G60820","PBF1","0.1057427304","0.1237825477","0.3813571751"
"AT2G35270","AHL21|GIK","-0.2588126346","0.1238284047","0.3813571751"
"AT1G08550","AVDE1|NPQ1","0.2526672349","0.123967368","0.3814311512"
"AT2G47990","EDA13|EDA19|SWA1","0.2064937363","0.1242962234","0.3822010015"
"AT1G45233","AtTHO5|THO5","0.1720193704","0.1246950396","0.3827924535"
"AT2G20000","CDC27b|HBT","0.112509733","0.1247170043","0.3828072963"
"AT1G76180","ERD14","-0.2293238425","0.1248537057","0.3828327839"
"AT4G10310","ATHKT1|HKT1|HKT1;1","0.66694113","0.1248733337","0.3828327839"
"AT3G04690","ANX1","0.2483756843","0.1249562441","0.3829948688"
"AT3G17360","POK1","0.3578224255","0.1251013916","0.3831108987"
"AT3G47780","ABCA7|ATATH6|ATH6","0.3048109093","0.1255836451","0.3842250758"
"AT4G33260","AtCDC20.2|CDC20.2","0.3447263129","0.1263873738","0.385489605"
"AT4G33530","KUP5","0.1328321952","0.1265921554","0.3859214224"
"AT3G14090","ATEXO70D3|EXO70D3","-0.1153569539","0.1271663363","0.3870240203"
"AT1G70290","ATTPS8|ATTPSC|TPS8","-0.2256733382","0.1277632144","0.38814565"
"AT3G57300","ATINO80|INO80","0.1396431101","0.1284355433","0.3896311105"
"AT1G66410","ACAM-4|CAM4","-0.1871364285","0.1286538102","0.3899221268"
"AT2G29140","APUM3|PUM3","0.1191955476","0.1290127936","0.3907314659"
"AT5G53210","SPCH","1.0767598065","0.1291146716","0.3909471437"
"AT3G19960","ATM1","-0.2304038402","0.129372956","0.3914655878"
"AT5G07830","AtGUS2|GUS2","0.1824304521","0.1298421949","0.3924315879"
"AT3G03630","CS26","0.2306188607","0.1299937652","0.3926696039"
"AT5G05920","DHS|EDA22","0.1705008436","0.1305843538","0.3936675163"
"AT4G36990","AT-HSFB1|ATHSF4|HSF4|HSFB1|TBF1","-0.211167937","0.1307077729","0.3939464294"
"AT2G31320","PARP1","0.2191293108","0.1310869156","0.3947158922"
"AT2G32440","ATKAO2|CYP88A4|KAO2","-0.1814883409","0.1312472844","0.3949879827"
"AT4G39920","POR|TFC","0.2025946169","0.1314867095","0.3955460263"
"AT1G71220","EBS1|PSL2|UGGT","0.1402473612","0.1318666441","0.3959829768"
"AT1G69410","ATELF5A-3|ELF5A-3","-0.1825414393","0.1323343456","0.3966991723"
"AT5G20040","ATIPT9|IPT9","0.1637711422","0.1323466108","0.3966991723"
"AT2G27020","PAG1","0.1312667336","0.1324656389","0.3968988086"
"AT4G14713","PPD1|TIFY4A","0.1539441783","0.1326242099","0.3971089538"
"AT5G41010","NRPB12|NRPD12|NRPE12","0.1633536643","0.1326560572","0.3971089538"
"AT1G05460","SDE3","0.2074281194","0.1327513224","0.3971946982"
"AT1G03970","GBF4","-0.1943183088","0.133291054","0.3982488041"
"AT4G37310","CYP81H1","-0.5413014934","0.1335021894","0.3987394664"
"AT3G54710","ATCDT1B|CDT1|CDT1B","0.3495333676","0.1336153589","0.3988438799"
"AT1G49760","PAB8|PABP8","0.1376601492","0.1343584031","0.4001924131"
"AT2G32300","UCC1","-0.3133875276","0.1345788829","0.4006412558"
"AT1G29170","ATSCAR3|SCAR3|WAVE2","0.1851820244","0.1346939651","0.4009370443"
"AT3G28180","ATCSLC04|ATCSLC4|CSLC04|CSLC4","-0.1929259049","0.1347144837","0.4009430011"
"AT3G57050","CBL","0.0983768669","0.1348857785","0.4010398297"
"AT2G01650","PUX2","-0.1468403209","0.1349365969","0.4010491819"
"AT3G20740","FIE|FIE1|FIS3","0.1294400461","0.1355390527","0.4022785202"
"AT1G23290","RPL27A|RPL27AB","0.1627309302","0.135940905","0.403095848"
"AT3G62420","ATBZIP53|BZIP53","-0.1308612443","0.1361199303","0.4033446946"
"AT4G30850","HHP2","0.2256153823","0.1361387464","0.4033446946"
"AT3G17510","CIPK1|SnRK3.16","0.1891046333","0.1368386748","0.4047722024"
"AT5G27740","EMB161|EMB251|EMB2775|RFC3|RFC5","0.1344399299","0.1368468963","0.4047722024"
"AT3G15990","SPDT|SULTR3;4","-0.3614107727","0.1372293469","0.4054087611"
"AT4G33270","AtCDC20.1|CDC20.1","0.2906682585","0.1373439603","0.4056522993"
"AT3G05480","ATRAD9|RAD9","0.2994898795","0.1374037205","0.4057075115"
"AT5G37055","ATSWC6|SEF","0.158495606","0.1374976455","0.4058320535"
"AT1G63780","IMP4","0.1723879643","0.1379252027","0.4067040812"
"AT3G13550","CIN4|COP10|EMB144|FUS9","-0.1550832876","0.1379745034","0.4067137442"
"AT2G01950","BRL2|VH1","0.1832248372","0.1383344335","0.4073979424"
"AT2G39460","ATRPL23A|RPL23A|RPL23A1|RPL23AA","0.1836157589","0.1384029806","0.4075056813"
"AT1G06670","NIH","0.1263061453","0.1384857506","0.4075611344"
"AT2G17800","ARAC1|ATGP2|ATRAC1|ATROP3|ROP3","0.1163338309","0.1385286094","0.4076402173"
"AT5G12290","DGS1","0.1091844496","0.1386069214","0.4077294971"
"AT5G53160","PYL8|RCAR3","0.1322495905","0.1388337415","0.4081142196"
"AT3G10960","ATAZG1|AZG1","-0.2442386088","0.1389084416","0.4082396778"
"AT5G20320","ATDCL4|DCL4","0.1436177696","0.1394810483","0.4093836475"
"AT5G64140","RPS28","0.1955172067","0.139973603","0.4102479278"
"AT5G63800","BGAL6|MUM2","0.1811557629","0.1401630197","0.4105544719"
"AT4G29900","ACA10|ATACA10|CIF1","-0.1360113622","0.1403228954","0.4107868182"
"AT2G43290","AtCML5|MSS3","-0.2243371844","0.1403810262","0.410909816"
"AT5G64920","BTL12|CIP8","-0.1291116099","0.1404180768","0.4109631653"
"AT4G02520","ATGSTF2|ATPM24|ATPM24.1|GST2|GSTF2","-0.4106693974","0.140587425","0.4111236948"
"AT1G72280","AERO1|ERO1","-0.3182335984","0.1406153323","0.4111236948"
"AT4G14800","PBD2","0.1158930347","0.140820697","0.4114410602"
"AT3G26290","CYP71B26","-0.6899352929","0.1408482586","0.4114744384"
"AT3G52180","ATPTPKIS1|ATSEX4|DSP4|SEX4","-0.3209695365","0.1409603496","0.4116405189"
"AT1G55810","UCK3|UKL3","-0.2172716854","0.1412884131","0.4120992858"
"AT3G55730","AtMYB109|MYB109","0.1563194974","0.1413141602","0.4121272398"
"AT5G64000","ATSAL2|SAL2","-0.4151159002","0.141492201","0.4123163591"
"AT2G28470","BGAL8","0.3662311682","0.1415241943","0.4123624622"
"AT1G20900","AHL27|ESC|ORE7","-0.1426656526","0.141721065","0.4127387504"
"AT4G02350","SEC15B","0.1103616696","0.1417254663","0.4127387504"
"AT2G29690","ASA2|ATHANSYNAB","0.1474034945","0.1421549811","0.4135014894"
"AT3G26400","EIF4B1","0.1349919057","0.1422132932","0.4135197342"
"AT5G50960","ATNBP35|NBP35","0.1075014443","0.1423083472","0.4136546097"
"AT1G55580","LAS|SCL18","0.3614139955","0.14237661","0.4137763989"
"AT1G76850","SEC5A","0.1023056021","0.1433596743","0.415526313"
"AT3G24350","ATSYP32|SYP32","0.096301774","0.1436814492","0.4158648475"
"AT4G21100","DDB1B","0.1992241397","0.1436884974","0.4158648475"
"AT2G37620","AAc1|ACT1","0.1769116443","0.1437306805","0.4158662218"
"AT3G26120","TEL1","0.3940623583","0.1439362614","0.4162984113"
"AT2G23460","ATXLG1|XLG1","0.1687096185","0.1448705994","0.4179577443"
"AT5G03415","ATDPB|DPB","-0.1110216552","0.1449765346","0.4180741551"
"AT2G22630","AGL17","0.2600928914","0.1452187595","0.4184886902"
"AT1G59700","ATGSTU16|GSTU16","-0.4259619698","0.1453795992","0.4188575164"
"AT3G50660","AtDWF4|CLM|CYP90B1|DWF4|PSC1|SAV1|SNP2","0.1663187006","0.1455547417","0.4191253306"
"AT2G44270","ROL5","0.1233310973","0.1457174258","0.4193569891"
"AT3G51920","ATCML9|CAM9|CML9","-0.2214122909","0.1459783297","0.4198708912"
"AT4G09570","ATCPK4|CPK4","-0.1665941415","0.1464057316","0.4204835938"
"AT2G02500","ATMEPCT|ISPD|MCT","0.3368866949","0.1465958053","0.4207451422"
"AT1G73720","SMU1","0.0928965568","0.1472138506","0.4219016256"
"AT4G27800","PPH1|TAP38","-0.1932978232","0.1478695354","0.4229251166"
"AT5G10180","AST68|SULTR2;1","0.5088353591","0.1479744557","0.4230400888"
"AT5G44700","EDA23|GSO2","0.3266437889","0.1479760982","0.4230400888"
"AT3G54170","ATFIP37|FIP37","0.1322983655","0.1481476776","0.4232458806"
"AT4G14680","APS3|ATPS3","0.2653125711","0.1482527226","0.4234510944"
"AT3G53900","PYRR|UPP","0.2207046661","0.1483606653","0.4236644914"
"AT1G29990","PFD6","0.168805808","0.1487539855","0.4241127863"
"AT1G24706","AtTHO2|EMB2793|THO2","0.1147602339","0.1494190344","0.4252580132"
"AT1G80820","ATCCR2|CCR2","-0.4335123314","0.1496056323","0.4255954188"
"AT5G45390","CLPP4|NCLPP4","0.1306900377","0.1496240309","0.4255954188"
"AT5G02500","AT-HSC70-1|AtHsp70-1|HSC70|HSC70-1|HSP70-1","-0.1301386786","0.1499165499","0.4258658855"
"AT2G42380","ATBZIP34|BZIP34|DEG7","0.2971996973","0.1499536678","0.4259238745"
"AT5G06090","ATGPAT7|GPAT7","0.7501484079","0.1502895951","0.4264504893"
"AT2G44650","CHL-CPN10|CPN10","0.173330064","0.1507883987","0.4270579351"
"AT1G79650","AtAO1|RAD23B","0.1180107169","0.1509298627","0.4272178327"
"AT1G48620","HON5","0.1104526255","0.1510412803","0.4274233"
"AT5G39510","ATVTI11|ATVTI1A|ITT3|SGR4|VTI11|VTI1A|ZIG|ZIG1","-0.1188446543","0.1511093546","0.4274921029"
"AT5G53000","TAP46","-0.112778731","0.1513117849","0.4279223483"
"AT5G57030","LUT2","-0.4061667679","0.1522325734","0.4296686025"
"AT3G13320","atcax2|CAX2","-0.1308655051","0.1530083127","0.4309732262"
"AT1G80050","APT2|ATAPT2|PHT1.1","-0.230283822","0.153314319","0.4313482411"
"AT1G47560","SEC3B","0.300360376","0.1533647265","0.4313482411"
"AT4G35800","NRPB1|RNA_POL_II_LS|RNA_POL_II_LSRNA_POL_II_LS|RPB1","0.1018960626","0.1533858022","0.4313482411"
"AT5G01630","ATBRCA2(V)|BRCA2(V)|BRCA2B","0.1952264548","0.1537027411","0.4316845965"
"AT3G12810","chr13|PIE1|SRCAP","0.1230299394","0.1538942894","0.4320154785"
"AT1G18750","AGL65","0.2819309874","0.1539940914","0.4321529102"
"AT5G67520","APK4","-0.2509810548","0.1546532063","0.4332396676"
"AT2G38080","ATLMCO4|IRX12|LAC4|LMCO4","0.3963117229","0.1548572821","0.4335255796"
"AT4G05410","YAO","0.1825841739","0.1550535363","0.4337416421"
"AT2G02990","ATRNS1|RNS1","0.7970268799","0.1552150391","0.4340107983"
"AT5G14060","AK2|CARAB-AK-LYS","0.1249774476","0.1556506594","0.4344111771"
"AT5G60550","ATSNAK1|GRIK2","-0.0906366737","0.1557377963","0.4344166208"
"AT2G32010","CVL1","-0.1948405155","0.1562466287","0.4349910822"
"AT4G21070","ATBRCA1|BRCA1","0.2371822618","0.1571526619","0.4363826883"
"AT4G21230","CRK27","-0.2622305639","0.1576158207","0.4371216762"
"AT4G36930","SPT","-0.1880287257","0.1576646927","0.4371216762"
"AT1G54390","ING2","-0.0985649991","0.1578711311","0.4373938277"
"AT5G56600","PFN3|PRF3","0.3173931428","0.1579662928","0.4373938277"
"AT1G69780","ATHB13","-0.2371839866","0.1584753113","0.4385980124"
"AT3G62020","GLP10","0.3102352205","0.1585230409","0.438659369"
"AT5G41340","ATUBC4|UBC4","0.1379887069","0.1587692499","0.439099182"
"AT2G40170","ATEM6|EM6|GEA6","1.4863855699","0.1587769417","0.439099182"
"AT3G44860","FAMT","1.2800535607","0.1588647474","0.4391972267"
"AT1G54060","ASIL1","-0.115848059","0.159072099","0.4395382928"
"AT5G63650","SNRK2-5|SNRK2.5|SRK2H","-0.2049453274","0.1595631689","0.4402755454"
"AT5G44190","ATGLK2|GLK2|GPRI2","0.3480675633","0.159597822","0.4402755454"
"AT1G19180","AtJAZ1|JAZ1|TIFY10A","-0.3450836872","0.1595984402","0.4402755454"
"AT3G12490","ATCYS6|ATCYSB|CYSB","-0.1328576188","0.1598411749","0.4407578263"
"AT2G38310","AtPYL4|PYL4|RCAR10","0.1766277691","0.1598850061","0.4407771528"
"AT3G19510","HAT3.1","0.1490353676","0.160245938","0.4411702043"
"AT1G56340","AtCRT1a|CRT1|CRT1a","-0.192085367","0.1602602919","0.4411702043"
"AT3G19190","ATATG2|ATG2|PEUP1","-0.1326512077","0.1604298008","0.4411715084"
"AT5G61140","BRR2c","0.1034761523","0.1606115296","0.4414436543"
"AT1G12770","EMB1586|ISE1","0.1782904588","0.1608712415","0.4416338196"
"AT5G11030","ALF4","0.1445388058","0.1610913725","0.4419179497"
"AT2G36530","ENO2|LOS2","0.1610057111","0.1611099828","0.4419179497"
"AT5G12480","CPK7","-0.1346013443","0.1612216082","0.4420721116"
"AT5G58140","AtPHOT2|NPL1|PHOT2","0.2233542466","0.1612609796","0.4421325224"
"AT3G21250","ABCC8|ATMRP6|MRP6","-0.1883720449","0.1617082163","0.4425022643"
"AT1G32270","ATSYP24|SYP24","-0.6872683932","0.1620435359","0.4429513772"
"AT1G27650","ATU2AF35A","-0.1308166376","0.1621073478","0.4430714068"
"AT4G35100","PIP2;7|PIP3|PIP3A|SIMIP","-0.1742079177","0.1625093253","0.4437895229"
"AT3G08510","ATPLC2|PLC2","-0.0875733554","0.1625401403","0.4438010429"
"AT5G06310","AtPOT1b","0.1845412347","0.1625763586","0.4438072141"
"AT3G47690","AtEB1a|ATEB1H2|EB1A","0.2061134313","0.1627845823","0.4441529002"
"AT2G05710","ACO3","0.1411851044","0.1628343904","0.4441539674"
"AT2G37180","PIP2;3|PIP2C|RD28","0.3580653274","0.1634813445","0.4450616401"
"AT5G24330","ATXR6|SDG34","0.274916142","0.1639173243","0.4458141527"
"AT1G76310","CYCB2;4","0.2045947242","0.1641443636","0.4461996785"
"AT2G37270","ATRPS5B|RPS5B","0.1304626038","0.1642885008","0.4463535635"
"AT3G20100","CYP705A19","-0.2058793699","0.1647286203","0.4470253682"
"AT3G12060","TBL1","0.4126294319","0.1652230086","0.4478903118"
"AT4G34570","AtDRTS2|DHFR-TS2|THY-2","0.1513712931","0.1654296764","0.4482599244"
"AT2G23760","BLH4|SAW2","-0.2750882856","0.1654541357","0.4482785626"
"AT1G09970","LRR|RLK7","-0.182970776","0.1664071379","0.4496184384"
"AT5G42820","ATU2AF35B|U2AF35B","-0.1483833906","0.1664994821","0.4496773429"
"AT3G50670","U1-70K|U1SNRNP","0.1249974554","0.1666295544","0.4498762928"
"AT1G08250","ADT6|AtADT6","0.2402822239","0.1667004995","0.4499819327"
"AT5G15600","SP1L4","-0.3091103361","0.1671834191","0.4507605817"
"AT5G20650","AtCOPT5|COPT5","-0.1661523449","0.1676044169","0.4516426506"
"AT4G35020","ARAC3|ATROP6|RAC3|RHO1PS|ROP6","0.1300805586","0.1676636111","0.4516426506"
"AT4G25420","AT2301|ATGA20OX1|GA20OX1|GA5","0.6244078905","0.1677404561","0.4516426506"
"AT5G60410","ATSIZ1|SIZ1","0.085580014","0.1677607066","0.4516484529"
"AT4G29010","AIM1","0.0723223056","0.1680800605","0.4521740221"
"AT2G41540","GPDHC1","0.1612009692","0.1682286087","0.4524304467"
"AT1G27080","AtNPF2.12|NPF2.12|NRT1.6","-0.7662069845","0.1682882375","0.4525430795"
"AT3G61140","AtCSN1|ATFUS6|ATSK31|COP11|CSN1|EMB78|FUS6|SK31","0.1241207056","0.1693179318","0.4541624894"
"AT4G03520","ATHM2|TRXm2","-0.1323316822","0.1695646277","0.4545645213"
"AT1G66740","ASF1A|AtSP7|SGA2|SP7","0.1385935742","0.1698272896","0.4547155549"
"AT1G79930","AtHsp70-14|HSP91","0.107961318","0.1699077204","0.4548831432"
"AT1G48605","ATHAL3B|HAL3|HAL3B","-0.1628474926","0.1701080341","0.4552760213"
"AT5G59160","PPO|TOPP2","0.0635582198","0.1707282138","0.4560263979"
"AT4G35830","ACO1","0.0907627528","0.1709955459","0.4562532754"
"AT5G27540","emb2473|MIRO1","0.1183556376","0.1710920833","0.4563150862"
"AT3G48150","APC8|CDC23","0.1418427678","0.17116999","0.4564413726"
"AT5G10300","AtHNL|ATMES5|HNL|MES5","-0.2588582115","0.1712008811","0.4564760082"
"AT5G22060","ATJ2|J2","-0.1110785627","0.1713148376","0.4565095119"
"AT1G31230","AK-HSDH","0.1430167161","0.1716308283","0.4569057067"
"AT1G79730","ELF7","0.1090635078","0.1716729363","0.4569700939"
"AT1G18630","GR-RBP6|RBGA1","0.1971494063","0.1717874071","0.4571316329"
"AT4G01950","ATGPAT3|GPAT3","0.2618657","0.1723518494","0.4581077302"
"AT1G72470","ATEXO70D1|EXO70D1","-0.1635738209","0.1726733126","0.4587399482"
"AT4G15396","CYP702A6","-0.9613088582","0.1727451565","0.458815115"
"AT3G45640","ATMAPK3|ATMPK3|MPK3","-0.1989476731","0.1727631855","0.458815115"
"AT5G57260","CYP71B10","-0.9247735769","0.1738514701","0.4606531003"
"AT2G36010","ATE2FA|E2F3","0.2424841939","0.1747088038","0.4620604792"
"AT1G10700","PRS3","-0.1624465484","0.1747682632","0.4620814791"
"AT3G19840","ATPRP40C|CA150|PRP40|PRP40C","0.1424122007","0.1749704861","0.4623209796"
"AT1G75410","BLH3","-0.2279197663","0.1750905944","0.4625170778"
