experiment study sample run
SRX3596480 SRP131383 SRS2867984 SRR6508050
SRX3596480 SRP131383 SRS2867984 SRR6508051
SRX3596481 SRP131383 SRS2867985 SRR6508052
SRX3596481 SRP131383 SRS2867985 SRR6508053
SRX3596481 SRP131383 SRS2867985 SRR6508054
SRX3596481 SRP131383 SRS2867985 SRR6508055
SRX3596482 SRP131383 SRS2867990 SRR6508056
SRX3596482 SRP131383 SRS2867990 SRR6508057
SRX3596482 SRP131383 SRS2867990 SRR6508058
SRX3596482 SRP131383 SRS2867990 SRR6508059
SRX3596483 SRP131383 SRS2867983 SRR6508060
SRX3596483 SRP131383 SRS2867983 SRR6508061
SRX3596483 SRP131383 SRS2867983 SRR6508062
SRX3596483 SRP131383 SRS2867983 SRR6508063
SRX3596484 SRP131383 SRS2867988 SRR6508064
SRX3596484 SRP131383 SRS2867988 SRR6508065
SRX3596484 SRP131383 SRS2867988 SRR6508066
SRX3596484 SRP131383 SRS2867988 SRR6508067
SRX3596485 SRP131383 SRS2867991 SRR6508068
SRX3596485 SRP131383 SRS2867991 SRR6508069
SRX3596485 SRP131383 SRS2867991 SRR6508070
SRX3596485 SRP131383 SRS2867991 SRR6508071
SRX3596486 SRP131383 SRS2867986 SRR6508072
SRX3596486 SRP131383 SRS2867986 SRR6508073
SRX3596486 SRP131383 SRS2867986 SRR6508074
SRX3596486 SRP131383 SRS2867986 SRR6508075
SRX3596487 SRP131383 SRS2867989 SRR6508076
SRX3596487 SRP131383 SRS2867989 SRR6508077
SRX3596487 SRP131383 SRS2867989 SRR6508078
SRX3596487 SRP131383 SRS2867989 SRR6508079
SRX3598174 SRP131256 SRS2867987 SRR6509878
SRX3598175 SRP131256 SRS2867993 SRR6509879
SRX3598176 SRP131256 SRS2867992 SRR6509880
SRX3598177 SRP131256 SRS2867995 SRR6509881
SRX3598178 SRP131256 SRS2867994 SRR6509882
SRX3598179 SRP131256 SRS2867996 SRR6509883
SRX3598180 SRP131256 SRS2863663 SRR6509884
SRX3598181 SRP131256 SRS2863731 SRR6509885
SRX3598182 SRP131256 SRS2863908 SRR6509886
SRX3598183 SRP131256 SRS2863738 SRR6509887
SRX3600723 SRP131400 SRS2868740 SRR6512685
SRX3600724 SRP131400 SRS2868738 SRR6512686
SRX219167 SRP018118 SRS387140 SRR652150
SRX219168 SRP018118 SRS387141 SRR652151
SRX219169 SRP018118 SRS387142 SRR652152
SRX219170 SRP018118 SRS387143 SRR652153
SRX220479 SRP018266 SRS388017 SRR653555
SRX220480 SRP018266 SRS388018 SRR653556
SRX220481 SRP018266 SRS388019 SRR653557
SRX220482 SRP018266 SRS388020 SRR653558
SRX220483 SRP018266 SRS388021 SRR653559
SRX220484 SRP018266 SRS388022 SRR653560
SRX220485 SRP018266 SRS388023 SRR653561
SRX220486 SRP018266 SRS388024 SRR653562
SRX220487 SRP018266 SRS388025 SRR653563
SRX220488 SRP018266 SRS388026 SRR653564
SRX220489 SRP018266 SRS388027 SRR653565
SRX220490 SRP018266 SRS388028 SRR653566
SRX220491 SRP018266 SRS388029 SRR653567
SRX220492 SRP018266 SRS388030 SRR653568
SRX220493 SRP018266 SRS388031 SRR653569
SRX220494 SRP018266 SRS388032 SRR653570
SRX220495 SRP018266 SRS388033 SRR653571
SRX220496 SRP018266 SRS388034 SRR653572
SRX220497 SRP018266 SRS388035 SRR653573
SRX220498 SRP018266 SRS388036 SRR653574
SRX220499 SRP018266 SRS388037 SRR653575
SRX220500 SRP018266 SRS388038 SRR653576
SRX220501 SRP018266 SRS388039 SRR653577
SRX220502 SRP018266 SRS388040 SRR653578
SRX220503 SRP018266 SRS388041 SRR653579
SRX220504 SRP018266 SRS388042 SRR653580
SRX220505 SRP018266 SRS388043 SRR653581
SRX220506 SRP018266 SRS388044 SRR653582
SRX220507 SRP018266 SRS388045 SRR653583
SRX220508 SRP018266 SRS388046 SRR653584
SRX220509 SRP018266 SRS388047 SRR653585
SRX220510 SRP018266 SRS388048 SRR653586
SRX220511 SRP018266 SRS388049 SRR653587
SRX220512 SRP018266 SRS388050 SRR653588
SRX220513 SRP018266 SRS388051 SRR653589
SRX220514 SRP018266 SRS388052 SRR653590
SRX220515 SRP018266 SRS388053 SRR653591
SRX220516 SRP018266 SRS388054 SRR653592
SRX220517 SRP018266 SRS388055 SRR653593
SRX220518 SRP018266 SRS388056 SRR653594
SRX220519 SRP018266 SRS388057 SRR653595
SRX220520 SRP018266 SRS388058 SRR653596
SRX220715 SRP013996 SRS388273 SRR653898
SRX220716 SRP013996 SRS388274 SRR653899
SRX220721 SRP013996 SRS388279 SRR653904
SRX220722 SRP013996 SRS388280 SRR653905
SRX221648 SRP018358 SRS389136 SRR656215
SRX221649 SRP018358 SRS389137 SRR656216
SRX221650 SRP018358 SRS389138 SRR656217
SRX221651 SRP018358 SRS389139 SRR656218
SRX221652 SRP018358 SRS389140 SRR656219
SRX221653 SRP018358 SRS389141 SRR656220
SRX221654 SRP018358 SRS389142 SRR656221
SRX221655 SRP018358 SRS389143 SRR656222
SRX3627487 SRP131713 SRS2894340 SRR6649852
SRX3627486 SRP131713 SRS2894339 SRR6649853
SRX3627485 SRP131713 SRS2894337 SRR6649854
SRX3627484 SRP131713 SRS2894336 SRR6649855
SRX3627483 SRP131713 SRS2894335 SRR6649856
SRX3627482 SRP131713 SRS2894338 SRR6649857
SRX3633171 SRP131819 SRS2899897 SRR6655826
SRX3633170 SRP131819 SRS2899898 SRR6655827
SRX3638175 SRP131952 SRS2904426 SRR6661079
SRX3638176 SRP131952 SRS2904430 SRR6661080
SRX3638177 SRP131952 SRS2904427 SRR6661081
SRX3638178 SRP131952 SRS2904428 SRR6661082
SRX3638179 SRP131952 SRS2904429 SRR6661083
SRX3638180 SRP131952 SRS2904437 SRR6661084
SRX3638181 SRP131952 SRS2904432 SRR6661085
SRX3638182 SRP131952 SRS2904431 SRR6661086
SRX3638183 SRP131952 SRS2904433 SRR6661087
SRX3638184 SRP131952 SRS2904434 SRR6661088
SRX3638185 SRP131952 SRS2904435 SRR6661089
SRX3638186 SRP131952 SRS2904436 SRR6661090
SRX3644316 SRP132084 SRS2909130 SRR6667520
SRX3644315 SRP132084 SRS2909129 SRR6667521
SRX3644314 SRP132084 SRS2909128 SRR6667522
SRX3644313 SRP132084 SRS2909127 SRR6667523
SRX3644312 SRP132084 SRS2909126 SRR6667524
SRX3644311 SRP132084 SRS2909125 SRR6667525
SRX3644310 SRP132084 SRS2909124 SRR6667526
SRX3644309 SRP132084 SRS2909123 SRR6667527
SRX3644308 SRP132084 SRS2909122 SRR6667528
SRX3644307 SRP132084 SRS2909121 SRR6667529
SRX3644300 SRP132084 SRS2909114 SRR6667536
SRX3644299 SRP132084 SRS2909113 SRR6667537
SRX3645633 SRP132132 SRS2910332 SRR6668925
SRX3645632 SRP132132 SRS2910331 SRR6668926
SRX3645631 SRP132132 SRS2910330 SRR6668927
SRX3645630 SRP132132 SRS2910329 SRR6668928
SRX3646511 SRP132159 SRS2911137 SRR6669815
SRX3646510 SRP132159 SRS2911136 SRR6669816
SRX3646509 SRP132159 SRS2911135 SRR6669817
SRX3646508 SRP132159 SRS2911134 SRR6669818
SRX3646732 SRP132164 SRS2911358 SRR6670030
SRX3646731 SRP132164 SRS2911357 SRR6670031
SRX3646730 SRP132164 SRS2911356 SRR6670032
SRX3646729 SRP132164 SRS2911355 SRR6670033
SRX3646728 SRP132164 SRS2911354 SRR6670034
SRX3646727 SRP132164 SRS2911353 SRR6670035
SRX3646726 SRP132164 SRS2911352 SRR6670036
SRX3646725 SRP132164 SRS2911351 SRR6670037
SRX3646724 SRP132164 SRS2911349 SRR6670038
SRX3646723 SRP132164 SRS2911350 SRR6670039
SRX3647857 SRP132174 SRS2912483 SRR6671164
SRX3647858 SRP132174 SRS2912484 SRR6671165
SRX3647859 SRP132174 SRS2912485 SRR6671166
SRX3647860 SRP132174 SRS2912486 SRR6671167
SRX3647861 SRP132174 SRS2912487 SRR6671168
SRX3647862 SRP132174 SRS2912488 SRR6671169
SRX3647863 SRP132174 SRS2912489 SRR6671170
SRX3647864 SRP132174 SRS2912490 SRR6671171
SRX3647865 SRP132174 SRS2912491 SRR6671172
SRX3647866 SRP132174 SRS2912492 SRR6671173
SRX3652552 SRP095841 SRS2917008 SRR6676019
SRX3652553 SRP095841 SRS2917009 SRR6676020
SRX3652554 SRP095841 SRS2917010 SRR6676021
SRX3652555 SRP095841 SRS2917011 SRR6676022
SRX3652556 SRP095841 SRS2917012 SRR6676023
SRX3652557 SRP095841 SRS2917013 SRR6676024
SRX3652558 SRP095841 SRS2917014 SRR6676025
SRX3652559 SRP095841 SRS2917015 SRR6676026
SRX3652560 SRP095841 SRS2917016 SRR6676027
SRX3653913 SRP132291 SRS2918219 SRR6677399
SRX3653914 SRP132291 SRS2918220 SRR6677400
SRX3653915 SRP132291 SRS2918221 SRR6677401
SRX3653916 SRP132291 SRS2918222 SRR6677402
SRX3653917 SRP132291 SRS2918223 SRR6677403
SRX3653918 SRP132291 SRS2918224 SRR6677404
SRX3660681 SRP132408 SRS2924416 SRR6684441
SRX3660682 SRP132408 SRS2924417 SRR6684442
SRX3660683 SRP132408 SRS2924430 SRR6684443
SRX3660684 SRP132408 SRS2924418 SRR6684444
SRX3660685 SRP132408 SRS2924419 SRR6684445
SRX3660686 SRP132408 SRS2924420 SRR6684446
SRX3660687 SRP132408 SRS2924421 SRR6684447
SRX3660688 SRP132408 SRS2924422 SRR6684448
SRX3660689 SRP132408 SRS2924423 SRR6684449
SRX3660690 SRP132408 SRS2924424 SRR6684450
SRX3660691 SRP132408 SRS2924425 SRR6684451
SRX3660692 SRP132408 SRS2924426 SRR6684452
SRX3660693 SRP132408 SRS2924427 SRR6684453
SRX3660694 SRP132408 SRS2924431 SRR6684454
SRX3660695 SRP132408 SRS2924428 SRR6684455
SRX3660696 SRP132408 SRS2924429 SRR6684456
SRX3663631 SRP132469 SRS2926260 SRR6687447
SRX3663632 SRP132469 SRS2926261 SRR6687448
SRX3663695 SRP132472 SRS2926324 SRR6687539
SRX3663696 SRP132472 SRS2926326 SRR6687540
SRX3663697 SRP132472 SRS2926325 SRR6687541
SRX3663698 SRP132472 SRS2926327 SRR6687542
SRX3663699 SRP132472 SRS2926328 SRR6687543
SRX3663700 SRP132472 SRS2926329 SRR6687544
SRX3663701 SRP132472 SRS2926330 SRR6687545
SRX3663702 SRP132472 SRS2926331 SRR6687546
SRX3663703 SRP132472 SRS2926332 SRR6687547
SRX3663704 SRP132472 SRS2926334 SRR6687548
SRX3663705 SRP132472 SRS2926333 SRR6687549
SRX3663706 SRP132472 SRS2926336 SRR6687550
SRX3683544 SRP132710 SRS2943565 SRR6710102
SRX3683545 SRP132710 SRS2943567 SRR6710103
SRX3683546 SRP132710 SRS2943566 SRR6710104
SRX3683547 SRP132710 SRS2943568 SRR6710105
SRX3683548 SRP132710 SRS2943569 SRR6710106
SRX3683549 SRP132710 SRS2943570 SRR6710107
SRX3683550 SRP132710 SRS2943571 SRR6710108
SRX3683551 SRP132710 SRS2943572 SRR6710109
SRX3683552 SRP132710 SRS2943574 SRR6710110
SRX3683553 SRP132710 SRS2943573 SRR6710111
SRX3683554 SRP132710 SRS2943575 SRR6710112
SRX3683555 SRP132710 SRS2943577 SRR6710113
SRX3683556 SRP132710 SRS2943576 SRR6710114
SRX3683557 SRP132710 SRS2943578 SRR6710115
SRX3686646 SRP132727 SRS2946664 SRR6713206
SRX3686647 SRP132727 SRS2946665 SRR6713207
SRX3686648 SRP132727 SRS2946666 SRR6713208
SRX3686649 SRP132727 SRS2946667 SRR6713209
SRX3686650 SRP132727 SRS2946668 SRR6713210
SRX3686651 SRP132727 SRS2946669 SRR6713211
SRX3686652 SRP132727 SRS2946670 SRR6713212
SRX3686653 SRP132727 SRS2946671 SRR6713213
SRX3686654 SRP132727 SRS2946672 SRR6713214
SRX3686655 SRP132727 SRS2946673 SRR6713215
SRX3686656 SRP132727 SRS2946674 SRR6713216
SRX3686904 SRP132738 SRS2946919 SRR6713464
SRX3686905 SRP132738 SRS2946920 SRR6713465
SRX3686906 SRP132738 SRS2946918 SRR6713466
SRX3686907 SRP132738 SRS2946921 SRR6713467
SRX3686908 SRP132738 SRS2946922 SRR6713468
SRX3686909 SRP132738 SRS2946923 SRR6713469
SRX3686910 SRP132738 SRS2946924 SRR6713470
SRX3686911 SRP132738 SRS2946926 SRR6713471
SRX3686912 SRP132738 SRS2946925 SRR6713472
SRX3686913 SRP132738 SRS2946928 SRR6713473
SRX3686914 SRP132738 SRS2946927 SRR6713474
SRX3686915 SRP132738 SRS2946929 SRR6713475
SRX3686916 SRP132738 SRS2946932 SRR6713476
SRX225207 SRP018404 SRS390599 SRR671946
SRX225208 SRP018404 SRS390600 SRR671947
SRX225209 SRP018404 SRS390601 SRR671948
SRX225210 SRP018404 SRS390602 SRR671949
SRX225211 SRP018404 SRS390603 SRR671950
SRX225212 SRP018404 SRS390604 SRR671951
SRX225213 SRP018404 SRS390605 SRR671952
SRX225214 SRP018404 SRS390606 SRR671953
SRX3699485 SRP132865 SRS2958960 SRR6726398
SRX3699485 SRP132865 SRS2958960 SRR6726399
SRX3699485 SRP132865 SRS2958960 SRR6726400
SRX3699485 SRP132865 SRS2958960 SRR6726401
SRX3699486 SRP132865 SRS2958961 SRR6726402
SRX3699486 SRP132865 SRS2958961 SRR6726403
SRX3699486 SRP132865 SRS2958961 SRR6726404
SRX3699486 SRP132865 SRS2958961 SRR6726405
SRX3699487 SRP132865 SRS2958962 SRR6726406
SRX3699487 SRP132865 SRS2958962 SRR6726407
SRX3699487 SRP132865 SRS2958962 SRR6726408
SRX3699487 SRP132865 SRS2958962 SRR6726409
SRX3699488 SRP132865 SRS2958963 SRR6726410
SRX3699488 SRP132865 SRS2958963 SRR6726411
SRX3699488 SRP132865 SRS2958963 SRR6726412
SRX3699488 SRP132865 SRS2958963 SRR6726413
SRX3699489 SRP132865 SRS2958964 SRR6726414
SRX3699489 SRP132865 SRS2958964 SRR6726415
SRX3699489 SRP132865 SRS2958964 SRR6726416
SRX3699489 SRP132865 SRS2958964 SRR6726417
SRX3699490 SRP132865 SRS2958965 SRR6726418
SRX3699490 SRP132865 SRS2958965 SRR6726419
SRX3699490 SRP132865 SRS2958965 SRR6726420
SRX3699490 SRP132865 SRS2958965 SRR6726421
SRX3699491 SRP132865 SRS2958966 SRR6726422
SRX3699491 SRP132865 SRS2958966 SRR6726423
SRX3699491 SRP132865 SRS2958966 SRR6726424
SRX3699491 SRP132865 SRS2958966 SRR6726425
SRX3699492 SRP132865 SRS2958967 SRR6726426
SRX3699492 SRP132865 SRS2958967 SRR6726427
SRX3699492 SRP132865 SRS2958967 SRR6726428
SRX3699492 SRP132865 SRS2958967 SRR6726429
SRX3699493 SRP132865 SRS2958968 SRR6726430
SRX3699493 SRP132865 SRS2958968 SRR6726431
SRX3699493 SRP132865 SRS2958968 SRR6726432
SRX3699493 SRP132865 SRS2958968 SRR6726433
SRX3699494 SRP132865 SRS2958969 SRR6726434
SRX3699494 SRP132865 SRS2958969 SRR6726435
SRX3699494 SRP132865 SRS2958969 SRR6726436
SRX3699494 SRP132865 SRS2958969 SRR6726437
SRX3699495 SRP132865 SRS2958970 SRR6726438
SRX3699495 SRP132865 SRS2958970 SRR6726439
SRX3699495 SRP132865 SRS2958970 SRR6726440
SRX3699495 SRP132865 SRS2958970 SRR6726441
SRX3699496 SRP132865 SRS2958971 SRR6726442
SRX3699496 SRP132865 SRS2958971 SRR6726443
SRX3699496 SRP132865 SRS2958971 SRR6726444
SRX3699496 SRP132865 SRS2958971 SRR6726445
SRX3699497 SRP132865 SRS2958972 SRR6726446
SRX3699497 SRP132865 SRS2958972 SRR6726447
SRX3699497 SRP132865 SRS2958972 SRR6726448
SRX3699497 SRP132865 SRS2958972 SRR6726449
SRX3699498 SRP132865 SRS2958973 SRR6726450
SRX3699498 SRP132865 SRS2958973 SRR6726451
SRX3699498 SRP132865 SRS2958973 SRR6726452
SRX3699498 SRP132865 SRS2958973 SRR6726453
SRX3699499 SRP132865 SRS2958974 SRR6726454
SRX3699499 SRP132865 SRS2958974 SRR6726455
SRX3699499 SRP132865 SRS2958974 SRR6726456
SRX3699499 SRP132865 SRS2958974 SRR6726457
SRX3699500 SRP132865 SRS2958975 SRR6726458
SRX3699500 SRP132865 SRS2958975 SRR6726459
SRX3699500 SRP132865 SRS2958975 SRR6726460
SRX3699500 SRP132865 SRS2958975 SRR6726461
SRX3699501 SRP132865 SRS2958976 SRR6726462
SRX3699501 SRP132865 SRS2958976 SRR6726463
SRX3699501 SRP132865 SRS2958976 SRR6726464
SRX3699501 SRP132865 SRS2958976 SRR6726465
SRX3699502 SRP132865 SRS2958977 SRR6726466
SRX3699502 SRP132865 SRS2958977 SRR6726467
SRX3699502 SRP132865 SRS2958977 SRR6726468
SRX3699502 SRP132865 SRS2958977 SRR6726469
SRX3699503 SRP132865 SRS2958978 SRR6726470
SRX3699503 SRP132865 SRS2958978 SRR6726471
SRX3699503 SRP132865 SRS2958978 SRR6726472
SRX3699503 SRP132865 SRS2958978 SRR6726473
SRX3699504 SRP132865 SRS2958979 SRR6726474
SRX3699504 SRP132865 SRS2958979 SRR6726475
SRX3699504 SRP132865 SRS2958979 SRR6726476
SRX3699504 SRP132865 SRS2958979 SRR6726477
SRX3699505 SRP132865 SRS2958980 SRR6726478
SRX3699505 SRP132865 SRS2958980 SRR6726479
SRX3699505 SRP132865 SRS2958980 SRR6726480
SRX3699505 SRP132865 SRS2958980 SRR6726481
SRX3699506 SRP132865 SRS2958981 SRR6726482
SRX3699506 SRP132865 SRS2958981 SRR6726483
SRX3699506 SRP132865 SRS2958981 SRR6726484
SRX3699506 SRP132865 SRS2958981 SRR6726485
SRX3699507 SRP132865 SRS2958983 SRR6726486
SRX3699507 SRP132865 SRS2958983 SRR6726487
SRX3699507 SRP132865 SRS2958983 SRR6726488
SRX3699507 SRP132865 SRS2958983 SRR6726489
SRX3699508 SRP132865 SRS2958982 SRR6726490
SRX3699508 SRP132865 SRS2958982 SRR6726491
SRX3699508 SRP132865 SRS2958982 SRR6726492
SRX3699508 SRP132865 SRS2958982 SRR6726493
SRX3712740 SRP132955 SRS2971237 SRR6739807
SRX3712741 SRP132955 SRS2971238 SRR6739808
SRX3712742 SRP132955 SRS2971239 SRR6739809
SRX3712743 SRP132955 SRS2971240 SRR6739810
SRX3712744 SRP132955 SRS2971241 SRR6739811
SRX3712745 SRP132955 SRS2971242 SRR6739812
SRX3712746 SRP132955 SRS2971243 SRR6739813
SRX3712747 SRP132955 SRS2971244 SRR6739814
SRX3712748 SRP132955 SRS2971245 SRR6739815
SRX3712749 SRP132955 SRS2971248 SRR6739816
SRX3712750 SRP132955 SRS2971247 SRR6739817
SRX3712751 SRP132955 SRS2971246 SRR6739818
SRX3712752 SRP132955 SRS2971249 SRR6739819
SRX3712753 SRP132955 SRS2971250 SRR6739820
SRX3712753 SRP132955 SRS2971250 SRR6739821
SRX3712754 SRP132955 SRS2971251 SRR6739822
SRX3712755 SRP132955 SRS2971252 SRR6739823
SRX3719308 SRP133028 SRS2977109 SRR6746620
SRX3719307 SRP133028 SRS2977110 SRR6746621
SRX3719306 SRP133028 SRS2977108 SRR6746622
SRX3719309 SRP133028 SRS2977111 SRR6746623
SRX3719305 SRP133028 SRS2977107 SRR6746624
SRX3719304 SRP133028 SRS2977106 SRR6746625
SRX3719303 SRP133028 SRS2977105 SRR6746626
SRX3719302 SRP133028 SRS2977104 SRR6746627
SRX3729745 SRP133210 SRS2986978 SRR6757201
SRX3729746 SRP133210 SRS2986981 SRR6757202
SRX3729747 SRP133210 SRS2986980 SRR6757203
SRX3729748 SRP133210 SRS2986979 SRR6757204
SRX3729749 SRP133210 SRS2986982 SRR6757205
SRX3729750 SRP133210 SRS2986983 SRR6757206
SRX3729881 SRP133215 SRS2987115 SRR6757368
SRX3729882 SRP133215 SRS2987116 SRR6757369
SRX3729884 SRP133216 SRS2987117 SRR6757371
SRX3729885 SRP133216 SRS2987118 SRR6757372
SRX3733866 SRP133280 SRS2990900 SRR6761592
SRX3733865 SRP133280 SRS2990898 SRR6761593
SRX3733864 SRP133280 SRS2990899 SRR6761594
SRX3733863 SRP133280 SRS2990897 SRR6761595
SRX3733862 SRP133280 SRS2990896 SRR6761596
SRX3733861 SRP133280 SRS2990895 SRR6761597
SRX3733860 SRP133280 SRS2990894 SRR6761598
SRX3733859 SRP133280 SRS2990893 SRR6761599
SRX3733858 SRP133280 SRS2990892 SRR6761600
SRX3733857 SRP133280 SRS2990891 SRR6761601
SRX3733856 SRP133280 SRS2990890 SRR6761602
SRX3733855 SRP133280 SRS2990889 SRR6761603
SRX3733854 SRP133280 SRS2990888 SRR6761604
SRX3733853 SRP133280 SRS2990887 SRR6761605
SRX3733852 SRP133280 SRS2990886 SRR6761606
SRX3733851 SRP133280 SRS2990885 SRR6761607
SRX3733850 SRP133280 SRS2990884 SRR6761608
SRX3733849 SRP133280 SRS2990883 SRR6761609
SRX3733848 SRP133280 SRS2990882 SRR6761610
SRX3733847 SRP133280 SRS2990881 SRR6761611
SRX3733846 SRP133280 SRS2990880 SRR6761612
SRX3733845 SRP133280 SRS2990879 SRR6761613
SRX3733844 SRP133280 SRS2990878 SRR6761614
SRX3733843 SRP133280 SRS2990877 SRR6761615
SRX3733842 SRP133280 SRS2990875 SRR6761616
SRX3733841 SRP133280 SRS2990876 SRR6761617
SRX3733840 SRP133280 SRS2990874 SRR6761618
SRX3733839 SRP133280 SRS2990873 SRR6761619
SRX3733838 SRP133280 SRS2990872 SRR6761620
SRX3733837 SRP133280 SRS2990871 SRR6761621
SRX3733836 SRP133280 SRS2990870 SRR6761622
SRX3733835 SRP133280 SRS2990869 SRR6761623
SRX3733834 SRP133280 SRS2990868 SRR6761624
SRX3733833 SRP133280 SRS2990867 SRR6761625
SRX3733832 SRP133280 SRS2990866 SRR6761626
SRX3733831 SRP133280 SRS2990865 SRR6761627
SRX3733830 SRP133280 SRS2990864 SRR6761628
SRX3733829 SRP133280 SRS2990862 SRR6761629
SRX3733828 SRP133280 SRS2990863 SRR6761630
SRX3733827 SRP133280 SRS2990861 SRR6761631
SRX3733826 SRP133280 SRS2990860 SRR6761632
SRX3733825 SRP133280 SRS2990859 SRR6761633
SRX3733824 SRP133280 SRS2990858 SRR6761634
SRX3733823 SRP133280 SRS2990857 SRR6761635
SRX3733822 SRP133280 SRS2990856 SRR6761636
SRX3733821 SRP133280 SRS2990855 SRR6761637
SRX3733820 SRP133280 SRS2990854 SRR6761638
SRX3733819 SRP133280 SRS2990853 SRR6761639
SRX3733818 SRP133280 SRS2990852 SRR6761640
SRX3733817 SRP133280 SRS2990851 SRR6761641
SRX3733816 SRP133280 SRS2990850 SRR6761642
SRX3733815 SRP133280 SRS2990848 SRR6761643
SRX3733814 SRP133280 SRS2990849 SRR6761644
SRX3738846 SRP133385 SRS2995647 SRR6767632
SRX3738847 SRP133385 SRS2995648 SRR6767633
SRX3738848 SRP133385 SRS2995649 SRR6767634
SRX3738849 SRP133385 SRS2995650 SRR6767635
SRX3738850 SRP133385 SRS2995651 SRR6767636
SRX3738851 SRP133385 SRS2995652 SRR6767637
SRX3738852 SRP133385 SRS2995653 SRR6767639
SRX3738853 SRP133385 SRS2995654 SRR6767640
SRX3738854 SRP133385 SRS2995655 SRR6767642
SRX3738855 SRP133385 SRS2995656 SRR6767643
SRX3738856 SRP133385 SRS2995657 SRR6767644
SRX3738857 SRP133385 SRS2995658 SRR6767645
SRX3738858 SRP133385 SRS2995659 SRR6767646
SRX3738859 SRP133385 SRS2995660 SRR6767647
SRX3738860 SRP133385 SRS2995661 SRR6767648
SRX3738861 SRP133385 SRS2995662 SRR6767649
SRX3738862 SRP133385 SRS2995663 SRR6767650
SRX3738863 SRP133385 SRS2995664 SRR6767651
SRX3738864 SRP133385 SRS2995665 SRR6767652
SRX3738865 SRP133385 SRS2995666 SRR6767653
SRX3738866 SRP133385 SRS2995667 SRR6767654
SRX3738867 SRP133385 SRS2995668 SRR6767655
SRX3738868 SRP133385 SRS2995669 SRR6767656
SRX3738869 SRP133385 SRS2995670 SRR6767657
SRX3738870 SRP133385 SRS2995671 SRR6767658
SRX3738871 SRP133385 SRS2995672 SRR6767659
SRX3741749 SRP133460 SRS2998352 SRR6781801
SRX3741746 SRP133460 SRS2998350 SRR6781804
SRX3742578 SRP133496 SRS2999080 SRR6782849
SRX3742577 SRP133496 SRS2999080 SRR6782850
SRX3742576 SRP133496 SRS2999079 SRR6782851
SRX3742575 SRP133496 SRS2999079 SRR6782852
SRX3744032 SRP133508 SRS3000519 SRR6784292
SRX3744031 SRP133508 SRS3000511 SRR6784293
SRX3744030 SRP133508 SRS3000510 SRR6784294
SRX3744029 SRP133508 SRS3000517 SRR6784295
SRX3744028 SRP133508 SRS3000509 SRR6784296
SRX3744025 SRP133508 SRS3000516 SRR6784299
SRX3744024 SRP133508 SRS3000507 SRR6784300
SRX3744003 SRP133508 SRS3000493 SRR6784321
SRX3744342 SRP133524 SRS3000795 SRR6784793
SRX3744341 SRP133524 SRS3000794 SRR6784794
SRX3744340 SRP133524 SRS3000793 SRR6784795
SRX3744339 SRP133524 SRS3000792 SRR6784796
SRX3744338 SRP133524 SRS3000791 SRR6784797
SRX3744337 SRP133524 SRS3000790 SRR6784798
SRX3744336 SRP133524 SRS3000789 SRR6784799
SRX3744335 SRP133524 SRS3000788 SRR6784800
SRX3744334 SRP133524 SRS3000787 SRR6784801
SRX3744333 SRP133524 SRS3000786 SRR6784802
SRX3744332 SRP133524 SRS3000785 SRR6784803
SRX3744331 SRP133524 SRS3000784 SRR6784804
SRX3751167 SRP133652 SRS3007402 SRR6791981
SRX3751168 SRP133652 SRS3007403 SRR6791982
SRX3751169 SRP133652 SRS3007404 SRR6791983
SRX3751170 SRP133652 SRS3007406 SRR6791984
SRX3751171 SRP133652 SRS3007405 SRR6791985
SRX3751172 SRP133652 SRS3007407 SRR6791986
SRX3751173 SRP133652 SRS3007408 SRR6791987
SRX3751174 SRP133652 SRS3007409 SRR6791988
SRX3751175 SRP133652 SRS3007410 SRR6791989
SRX3751176 SRP133652 SRS3007411 SRR6791990
SRX3751177 SRP133652 SRS3007412 SRR6791991
SRX3751178 SRP133652 SRS3007413 SRR6791992
SRX3752613 SRP133701 SRS3008767 SRR6793593
SRX3752614 SRP133701 SRS3008765 SRR6793594
SRX3752615 SRP133701 SRS3008766 SRR6793595
SRX3752616 SRP133701 SRS3008768 SRR6793596
SRX3752617 SRP133701 SRS3008770 SRR6793597
SRX3752618 SRP133701 SRS3008769 SRR6793598
SRX3752621 SRP133702 SRS3008773 SRR6793601
SRX3752622 SRP133702 SRS3008774 SRR6793602
SRX3752623 SRP133702 SRS3008775 SRR6793603
SRX3752624 SRP133702 SRS3008777 SRR6793604
SRX3752625 SRP133702 SRS3008776 SRR6793605
SRX3752626 SRP133702 SRS3008778 SRR6793606
SRX3752627 SRP133702 SRS3008780 SRR6793607
SRX3752628 SRP133702 SRS3008779 SRR6793608
SRX3752629 SRP133702 SRS3008781 SRR6793609
SRX3752630 SRP133702 SRS3008782 SRR6793610
SRX3752631 SRP133702 SRS3008783 SRR6793611
SRX3752632 SRP133702 SRS3008784 SRR6793612
SRX3752633 SRP133703 SRS3008785 SRR6793613
SRX3752634 SRP133703 SRS3008786 SRR6793614
SRX3752635 SRP133703 SRS3008787 SRR6793615
SRX3752636 SRP133703 SRS3008788 SRR6793616
SRX3752637 SRP133703 SRS3008789 SRR6793617
SRX3752638 SRP133703 SRS3008790 SRR6793618
SRX3752639 SRP133703 SRS3008791 SRR6793619
SRX3752640 SRP133703 SRS3008792 SRR6793620
